,treat,age,educ,black,hisp,married,nodegr,re74,re75,re78,u74,u75
20,False,19.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,16658.25,1.0,1.0
21,False,44.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,9722.003,1.0,1.0
22,False,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3783.66,1.0,1.0
23,False,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3515.929,1.0,1.0
24,False,31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,17014.59,1.0,1.0
25,False,34.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
26,False,21.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
27,False,33.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,5970.257,1.0,1.0
28,False,18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1859.167,1.0,1.0
29,False,26.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,6191.943,1.0,1.0
30,False,31.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,7284.394,1.0,1.0
31,False,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,445.8309,1.0,1.0
32,False,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
33,False,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
34,False,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7367.04,1.0,1.0
35,False,35.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
36,False,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2015.503,1.0,1.0
37,False,25.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,15791.13,1.0,1.0
38,False,27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1135.47,1.0,1.0
39,False,20.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,6378.72,1.0,1.0
40,False,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7176.187,1.0,1.0
41,False,38.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
42,False,34.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7952.54,1.0,1.0
43,False,19.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
44,False,32.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,7152.132,1.0,1.0
45,False,20.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,8329.823,1.0,1.0
46,False,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
47,False,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,12429.91,1.0,1.0
48,False,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
49,False,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,5088.76,1.0,1.0
50,False,20.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,4374.04,1.0,1.0
51,False,21.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1553.291,1.0,1.0
52,False,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
53,False,22.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1698.304,1.0,1.0
54,False,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
55,False,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11294.63,1.0,1.0
56,False,29.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
57,False,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,14626.39,1.0,1.0
58,False,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,12898.38,1.0,1.0
59,False,28.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,5767.133,1.0,1.0
60,False,18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,6527.919,1.0,1.0
61,False,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,3931.238,1.0,1.0
62,False,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,20942.24,1.0,1.0
63,False,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
64,False,26.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
65,False,36.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,14690.35,1.0,1.0
66,False,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
67,False,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3418.097,1.0,1.0
68,False,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11197.34,1.0,1.0
69,False,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
70,False,24.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
71,False,22.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
72,False,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1455.69,1.0,1.0
73,False,29.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1890.937,1.0,1.0
74,False,25.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,4485.616,1.0,1.0
75,False,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,13613.35,1.0,1.0
76,False,22.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1390.509,1.0,1.0
77,False,55.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,5843.796,1.0,1.0
78,False,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,8598.522,1.0,1.0
79,False,34.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,2920.199,1.0,1.0
80,False,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
81,False,32.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,6735.32,1.0,1.0
82,False,31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
83,False,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
84,False,50.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
85,False,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,44.75546,1.0,1.0
86,False,23.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
87,False,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
88,False,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,3701.812,1.0,1.0
89,False,42.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,6930.336,1.0,1.0
90,False,39.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,3795.799,1.0,1.0
91,False,34.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,5193.247,1.0,1.0
92,False,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,2193.528,1.0,1.0
93,False,32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11120.53,1.0,1.0
94,False,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7609.518,1.0,1.0
95,False,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2169.027,1.0,1.0
96,False,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
97,False,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1264.232,1.0,1.0
98,False,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
99,False,28.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
100,False,32.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
101,False,22.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
102,False,19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,5712.643,1.0,1.0
103,False,31.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
104,False,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
105,False,33.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
106,False,27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1184.882,1.0,1.0
107,False,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,10225.88,1.0,1.0
108,False,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
109,False,25.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,4715.371,1.0,1.0
110,False,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,289.7899,1.0,1.0
111,False,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
112,False,28.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,8190.421,1.0,1.0
113,False,26.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,4813.05,1.0,1.0
114,False,30.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,7344.678,1.0,1.0
115,False,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
116,False,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
117,False,25.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
118,False,28.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
119,False,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4350.907,1.0,1.0
120,False,54.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7812.522,1.0,1.0
121,False,33.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
122,False,20.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3644.655,1.0,1.0
123,False,45.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4844.803,1.0,1.0
124,False,39.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
125,False,26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
126,False,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
127,False,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14792.9,1.0,1.0
128,False,33.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
129,False,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
130,False,23.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3746.701,1.0,1.0
131,False,18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1568.15,1.0,1.0
132,False,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,7010.444,1.0,1.0
133,False,19.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,3811.683,1.0,1.0
134,False,18.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,10798.56,1.0,1.0
135,False,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4657.273,1.0,1.0
136,False,17.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,8551.533,1.0,1.0
137,False,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,4309.878,1.0,1.0
138,False,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,5286.396,1.0,1.0
139,False,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,12486.17,1.0,1.0
140,False,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10877.35,1.0,1.0
141,False,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,202.2847,1.0,1.0
142,False,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2657.705,1.0,1.0
143,False,18.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,4132.577,1.0,1.0
144,False,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11303.14,1.0,1.0
145,False,19.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
146,False,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
147,False,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
148,False,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2189.426,1.0,1.0
149,False,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
150,False,17.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,10210.99,1.0,1.0
151,False,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,11048.08,1.0,1.0
152,False,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
153,False,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,8993.865,1.0,1.0
154,False,19.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,5071.801,1.0,1.0
155,False,19.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,3194.01,1.0,1.0
156,False,17.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
157,False,20.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,5193.089,1.0,1.0
158,False,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
159,False,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,275.5661,1.0,1.0
160,False,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3590.702,1.0,1.0
161,False,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
162,False,19.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,12797.67,1.0,1.0
163,False,20.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,2035.914,1.0,1.0
164,False,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,2389.679,1.0,1.0
165,False,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
166,False,17.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,8469.275,1.0,1.0
167,False,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
168,False,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1143.387,1.0,1.0
169,False,17.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,5114.814,1.0,1.0
170,False,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,781.2243,1.0,1.0
171,False,21.0,9.0,1.0,0.0,0.0,1.0,591.4991,0.0,3343.224,0.0,1.0
172,False,18.0,10.0,1.0,0.0,0.0,1.0,1563.249,0.0,9602.439,0.0,1.0
173,False,19.0,11.0,1.0,0.0,0.0,1.0,1626.623,0.0,0.0,0.0,1.0
174,False,24.0,9.0,1.0,0.0,0.0,1.0,2788.498,0.0,16461.57,0.0,1.0
175,False,28.0,11.0,0.0,1.0,1.0,1.0,3472.948,0.0,6771.622,0.0,1.0
176,False,25.0,11.0,1.0,0.0,0.0,1.0,5281.245,0.0,0.0,0.0,1.0
177,False,21.0,7.0,1.0,0.0,0.0,1.0,33799.95,0.0,11011.57,0.0,1.0
178,False,39.0,11.0,1.0,0.0,0.0,1.0,0.0,83.68964,0.0,1.0,0.0
179,False,36.0,12.0,1.0,0.0,0.0,0.0,0.0,142.3973,0.0,1.0,0.0
180,False,24.0,12.0,1.0,0.0,0.0,0.0,0.0,159.8847,0.0,1.0,0.0
181,False,17.0,11.0,1.0,0.0,0.0,1.0,989.2678,165.2077,4251.127,0.0,0.0
182,False,18.0,10.0,1.0,0.0,0.0,1.0,960.4268,240.1067,2891.668,0.0,0.0
183,False,18.0,10.0,1.0,0.0,0.0,1.0,0.0,273.5525,5514.365,1.0,0.0
184,False,28.0,10.0,1.0,0.0,0.0,1.0,1471.293,367.8234,4858.895,0.0,0.0
185,False,27.0,13.0,0.0,0.0,0.0,0.0,5214.306,474.5018,4812.576,0.0,0.0
186,False,31.0,12.0,0.0,0.0,0.0,0.0,0.0,494.643,0.0,1.0,0.0
187,False,22.0,9.0,1.0,0.0,0.0,1.0,0.0,506.4076,604.1987,1.0,0.0
188,False,31.0,10.0,1.0,0.0,0.0,1.0,0.0,520.4463,14527.88,1.0,0.0
189,False,26.0,10.0,1.0,0.0,1.0,1.0,6140.367,558.7734,0.0,0.0,0.0
190,False,18.0,9.0,0.0,0.0,0.0,1.0,0.0,559.596,7300.498,1.0,0.0
191,False,23.0,11.0,1.0,0.0,0.0,1.0,6382.309,580.7901,0.0,0.0,0.0
192,False,20.0,12.0,1.0,0.0,0.0,0.0,0.0,591.8151,4159.919,1.0,0.0
193,False,19.0,10.0,1.0,0.0,0.0,1.0,0.0,604.1539,0.0,1.0,0.0
194,False,18.0,11.0,1.0,0.0,0.0,1.0,1064.699,645.2723,5497.591,0.0,0.0
195,False,17.0,10.0,1.0,0.0,0.0,1.0,0.0,664.569,0.0,1.0,0.0
196,False,27.0,12.0,1.0,0.0,1.0,0.0,0.0,752.3901,0.0,1.0,0.0
197,False,27.0,11.0,1.0,0.0,0.0,1.0,3065.194,766.2986,0.0,0.0,0.0
198,False,28.0,12.0,0.0,0.0,0.0,0.0,0.0,803.343,16477.02,1.0,0.0
199,False,28.0,11.0,1.0,0.0,0.0,1.0,2431.949,863.4795,0.0,0.0,0.0
200,False,21.0,10.0,1.0,0.0,0.0,1.0,6661.063,1162.362,39483.53,0.0,0.0
201,False,17.0,10.0,0.0,1.0,0.0,1.0,4905.119,1168.902,11306.27,0.0,0.0
202,False,26.0,11.0,1.0,0.0,0.0,1.0,4699.963,1174.991,6672.021,0.0,0.0
203,False,29.0,9.0,1.0,0.0,0.0,1.0,0.0,1203.824,9378.653,1.0,0.0
204,False,17.0,10.0,0.0,1.0,0.0,1.0,1203.609,1239.628,5088.986,0.0,0.0
205,False,22.0,11.0,1.0,0.0,0.0,1.0,7914.131,1321.66,2639.29,0.0,0.0
206,False,24.0,11.0,1.0,0.0,0.0,1.0,0.0,1327.993,9495.902,1.0,0.0
207,False,20.0,12.0,1.0,0.0,0.0,0.0,557.6988,1371.473,20893.11,0.0,0.0
208,False,18.0,12.0,1.0,0.0,0.0,0.0,0.0,1405.512,0.0,1.0,0.0
209,False,24.0,11.0,0.0,0.0,0.0,1.0,2669.725,1468.383,10361.69,0.0,0.0
210,False,21.0,9.0,0.0,0.0,0.0,1.0,2988.412,1577.167,1740.199,0.0,0.0
211,False,30.0,8.0,1.0,0.0,0.0,1.0,0.0,1706.657,0.0,1.0,0.0
212,False,31.0,11.0,1.0,0.0,0.0,1.0,17711.88,1726.445,0.0,0.0,0.0
213,False,17.0,10.0,0.0,1.0,0.0,1.0,1442.681,1734.559,6354.194,0.0,0.0
214,False,19.0,9.0,1.0,0.0,0.0,1.0,8409.627,1778.089,7171.0,0.0,0.0
215,False,23.0,11.0,1.0,0.0,0.0,1.0,0.0,1896.023,5573.547,1.0,0.0
216,False,22.0,12.0,1.0,0.0,0.0,0.0,4380.017,2003.68,439.6881,0.0,0.0
217,False,29.0,12.0,1.0,0.0,0.0,0.0,22859.44,2080.209,16969.95,0.0,0.0
218,False,22.0,10.0,1.0,0.0,0.0,1.0,0.0,2174.955,5344.021,1.0,0.0
219,False,29.0,13.0,1.0,0.0,0.0,0.0,718.2492,2265.579,2725.322,0.0,0.0
220,False,19.0,11.0,1.0,0.0,0.0,1.0,721.3406,2445.589,9772.283,0.0,0.0
221,False,17.0,9.0,1.0,0.0,0.0,1.0,0.0,2595.267,0.0,1.0,0.0
222,False,18.0,10.0,1.0,0.0,0.0,1.0,1716.509,2682.125,0.0,0.0,0.0
223,False,19.0,12.0,1.0,0.0,0.0,0.0,8417.0,2814.195,1720.907,0.0,0.0
224,False,20.0,6.0,1.0,0.0,0.0,1.0,6006.879,2850.61,0.0,0.0,0.0
225,False,33.0,11.0,1.0,0.0,0.0,1.0,10523.83,2899.82,18859.89,0.0,0.0
226,False,36.0,11.0,0.0,1.0,0.0,1.0,5443.734,3063.878,1324.542,0.0,0.0
227,False,25.0,11.0,1.0,0.0,0.0,1.0,15209.99,3072.726,284.6584,0.0,0.0
228,False,19.0,11.0,1.0,0.0,0.0,1.0,3504.014,3285.68,11195.93,0.0,0.0
229,False,23.0,8.0,1.0,0.0,0.0,1.0,7724.283,3403.056,0.0,0.0,0.0
230,False,17.0,11.0,1.0,0.0,0.0,1.0,4080.73,3796.029,0.0,0.0,0.0
231,False,43.0,10.0,1.0,0.0,0.0,1.0,2502.868,4128.443,7565.273,0.0,0.0
232,False,26.0,11.0,1.0,0.0,1.0,1.0,0.0,4184.732,0.0,1.0,0.0
233,False,27.0,11.0,1.0,0.0,1.0,1.0,0.0,4491.884,0.0,1.0,0.0
234,False,19.0,11.0,1.0,0.0,0.0,1.0,6337.492,4503.064,0.0,0.0,0.0
235,False,28.0,11.0,1.0,0.0,1.0,1.0,8593.163,5393.895,4974.586,0.0,0.0
236,False,28.0,12.0,1.0,0.0,1.0,0.0,10585.13,5551.456,12780.02,0.0,0.0
237,False,26.0,8.0,1.0,0.0,0.0,1.0,1126.29,5562.598,3523.578,0.0,0.0
238,False,31.0,12.0,1.0,0.0,0.0,0.0,0.0,5613.909,0.0,1.0,0.0
239,False,23.0,11.0,1.0,0.0,0.0,1.0,7617.362,5716.407,10274.84,0.0,0.0
240,False,20.0,12.0,1.0,0.0,0.0,0.0,7182.492,6004.728,4779.72,0.0,0.0
241,False,28.0,10.0,1.0,0.0,1.0,1.0,8293.345,6449.48,16988.18,0.0,0.0
242,False,39.0,12.0,1.0,0.0,1.0,0.0,19785.32,6608.137,499.2572,0.0,0.0
243,False,21.0,8.0,1.0,0.0,0.0,1.0,39570.68,6608.304,3083.581,0.0,0.0
244,False,22.0,11.0,1.0,0.0,0.0,1.0,8810.067,6974.484,3708.719,0.0,0.0
245,False,20.0,11.0,1.0,0.0,0.0,1.0,8009.164,7666.875,7659.218,0.0,0.0
246,False,21.0,11.0,0.0,1.0,0.0,1.0,2992.534,8920.471,20857.84,0.0,0.0
247,False,23.0,12.0,0.0,1.0,0.0,0.0,5721.696,8960.684,7078.178,0.0,0.0
248,False,29.0,9.0,1.0,0.0,0.0,1.0,9268.943,9160.693,0.0,0.0,0.0
249,False,28.0,9.0,1.0,0.0,1.0,1.0,10222.41,9210.447,1239.844,0.0,0.0
250,False,30.0,11.0,1.0,0.0,1.0,1.0,0.0,9311.938,3982.801,1.0,0.0
251,False,25.0,10.0,1.0,0.0,1.0,1.0,13519.97,9319.444,0.0,0.0,0.0
252,False,28.0,11.0,1.0,0.0,1.0,1.0,824.3889,10033.91,0.0,0.0,0.0
253,False,22.0,10.0,0.0,0.0,0.0,1.0,27864.36,10598.67,7094.92,0.0,0.0
254,False,44.0,9.0,1.0,0.0,1.0,1.0,12260.78,10857.24,12359.31,0.0,0.0
255,False,21.0,9.0,1.0,0.0,0.0,1.0,31886.43,12357.22,0.0,0.0,0.0
256,False,28.0,11.0,1.0,0.0,0.0,1.0,17491.45,13371.25,0.0,0.0,0.0
257,False,29.0,9.0,0.0,1.0,0.0,1.0,9594.308,16341.16,16900.3,0.0,0.0
258,False,25.0,9.0,1.0,0.0,1.0,1.0,24731.62,16946.63,7343.964,0.0,0.0
259,False,22.0,10.0,0.0,0.0,1.0,1.0,25720.92,23031.98,5448.801,0.0,0.0
260,True,37.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,9930.046,1.0,1.0
261,True,22.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,3595.894,1.0,1.0
262,True,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,24909.45,1.0,1.0
263,True,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7506.146,1.0,1.0
264,True,33.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,289.7899,1.0,1.0
265,True,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4056.494,1.0,1.0
266,True,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
267,True,32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,8472.158,1.0,1.0
268,True,22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,2164.022,1.0,1.0
269,True,33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,12418.07,1.0,1.0
270,True,19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,8173.908,1.0,1.0
271,True,21.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,17094.64,1.0,1.0
272,True,18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
273,True,27.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,18739.93,1.0,1.0
274,True,17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,3023.879,1.0,1.0
275,True,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,3228.503,1.0,1.0
276,True,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,14581.86,1.0,1.0
277,True,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7693.4,1.0,1.0
278,True,40.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,10804.32,1.0,1.0
279,True,26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,10747.35,1.0,1.0
280,True,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
281,True,41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5149.501,1.0,1.0
282,True,38.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,6408.95,1.0,1.0
